date,time,content,important,sectors
2026-07-15,2026-07-15 15:23:41,德国场外次日基载电力价格上涨13.8%，至每兆瓦时155欧元。,0,综合,medium
2026-07-15,2026-07-15 15:23:34,【国家发展改革委紧急安排3000万元中央预算内投资支持吉林台风暴雨洪涝灾害灾后应急恢复】金十数据7月15日讯，国家防灾减灾救灾委员会针对第9号台风“巴威”及强降雨对吉林省造成的严重影响，启动国家四级救灾应急响应。根据《国家自然灾害救助应急预案》和吉林省灾害损失情况，国家发展改革委紧急安排中央预算内投资3000万元，支持吉林省做好台风暴雨洪涝灾害灾后应急恢复，重点用于灾区受损道路、水利等基础设施和学校、医院等公共服务设施灾后应急恢复建设，推动尽快恢复正常生产生活秩序。,0,综合,medium
2026-07-15,2026-07-15 15:23:15,【丰业银行：韩国央行政策制定者已给出强烈暗示 加息板上钉钉】金十数据7月15日讯，丰业银行表示，市场普遍预计韩国央行周四将加息25个基点至2.75%，部分原因是政策制定者已经给出过强烈暗示。韩国央行行长申铉松最近在指出持续通胀压力的同时，明确提出“有必要在适当时机上调基准利率”。自去年年中以来，韩元对美元已贬值12%，汇率波动加剧了进口价格和商品价格的传导压力。核心CPI通胀正在上升，房价持续上涨引发稳定担忧，出口很大程度上受芯片和更广泛的科技板块推动而表现强劲，这些都在支撑经济增长。韩国央行将加入近期已收紧政策的全球央行行列。,0,"银行,半导体,房地产,金融,出口贸易,金融",strong
2026-07-15,2026-07-15 15:22:04,【APEC数字周将在四川成都拉开帷幕 外交部介绍有关情况】金十数据7月15日讯，外交部发言人林剑主持例行记者会，林剑介绍，今年是APEC“中国年”，作为2026年APEC的东道主，中方全年将举办10余场专业部长会或高级别的活动，其中APEC数字周系列活动即将在中国西部的创新创造之城四川成都召开。这是APEC系列专业部长会中分量最重、安排最丰富的活动之一。林剑表示，APEC“中国年”的进程过半，各领域的合作扎实推进。中方将继续当好东道主，同各方共同努力推进各领域、各机制的合作成果，最大程度凝聚共识，为11月领导人会议奠定良好的基础，为亚太地区的发展繁荣作出更大的贡献。,0,综合,medium
2026-07-15,2026-07-15 15:21:11,【荷兰国际：加拿大央行实质性鹰派门槛较高 通胀前景仍然温和】金十数据7月15日讯，荷兰国际银行认为，加拿大央行采取实质性鹰派立场的门槛很高，预计今晚的会议不会出现意外。除非油价反弹至四五月份的水平，否则通胀前景依然过于温和，不宜加息，尤其是考虑到美墨加协定不确定性带来的就业和经济活动下行风险。该行指出，目前，加拿大央行鹰派立场的调整以及油价上涨短期内支撑了加元，但与美墨加协定相关的风险溢价将在第三季度持续走高，预计未来几个月美元兑加元不会跌破1.40。,0,"银行,能源,金融,金融",strong
2026-07-15,2026-07-15 15:21:06,【塔塔集团拟投资10亿美元在印度喀拉拉邦建设造船项目】金十数据7月15日讯，印度喀拉拉邦首席部长V.D.萨蒂桑表示，塔塔集团已申请批准在该邦投资1000亿卢比（约合10亿美元）建设造船项目。萨蒂桑表示：“塔塔已准备好投资造船业务。我们将为塔塔集团提供土地。”他补充称，邦政府正积极审议该项目，预计将在一个月内批准相关投资计划。若项目获批，这将成为这家市值约1800亿美元的印度综合企业集团新的业务领域。塔塔集团目前业务涵盖咖啡、豪华汽车、钢铁产品及智能手机等多个行业。,0,"房地产,大宗商品,汽车,金融",medium
2026-07-15,2026-07-15 15:20:19,【美国对古巴新制裁升级燃料封锁、扩大范围，外交部回应】金十数据7月15日讯，7月15日，外交部发言人林剑主持例行记者会。有外媒记者提问，尽管遭到了国际社会反对，美国日前宣布对古巴实施新的制裁，不仅升级了对古巴的燃料封锁，还进一步扩大制裁范围。中方对此有何评论？“我们此前已多次阐明了中方的立场。”林剑表示，美国对古巴实施了60多年的全面封锁和非法的制裁，给古巴人民带来深重的灾难。近期，美方又升级了封锁和制裁的措施，严重冲击古巴的基本民生，引起了国际社会的高度关注。林剑指出，美方应当倾听国际社会的正义呼声，立即停止对古巴的封锁和胁迫、施压，停止侵犯古巴人民的生存权。中方坚定支持古巴维护国家主权，反对外来干涉，愿同国际社会一道捍卫国际公平正义。,0,出口贸易,medium
2026-07-15,2026-07-15 15:19:54,南向资金净买额达110亿元。,0,综合,medium
2026-07-15,2026-07-15 15:19:29,【央行：不宜根据单次公开市场操作量多少判断央行政策取向】金十数据7月15日讯，人民银行副行长邹澜在国新办新闻发布会上表示，人民银行会统筹考虑多种因素变化，合理安排公开市场操作的品种和规模，有时回笼，有时投放，最终是保持流动性总量处于合适水平，从而促进短端利率在政策利率附近平稳运行。某一次的操作量多少是服务于流动性总量调控的需要，不宜根据单次操作量的多少来判断央行的政策取向。相对于央行的操作量，短端市场利率水平是一个更适宜的观测指标。,1,"银行,金融",strong
2026-07-15,2026-07-15 15:18:57,【诺基亚将于明年起销售搭载英伟达AI技术的移动通信网络设备】金十数据7月15日讯，诺基亚(NOK.N)表示，公司与英伟达(NVDA.O)共同开发出全球首个商用人工智能驱动的无线接入网（RAN）平台，可在现有基础设施条件下大幅提升电信运营商的数据传输能力。诺基亚周三在声明中表示，新平台将使电信运营商到2028年能够在相同无线频谱资源下实现数据传输能力翻倍。明年该硬件正式向运营商供货后，频谱利用效率预计将提高50%。该平台包括三款全新硬件产品及一套软件组件，同时还将有助于“将人工智能扩展至物理世界”。通过软件升级，该平台未来可兼容尚未正式制定的6G标准，并符合开放式无线接入网（Open RAN）标准，可与其他厂商设备协同运行。,0,半导体,medium
2026-07-15,2026-07-15 15:17:32,"<b>重要新闻</b><br/><span class=""section-news"">1. 国家统计局：上半年国内生产总值695704亿元，同比增长4.7%。</span><br/><span class=""section-news"">2. 国家统计局：2026年6月份规模以上工业增加值增长5.3%。</span><br/><span class=""section-news"">3. 国家统计局：下阶段要加大逆周期和跨周期调节力度，加紧培育壮大新动能。</span><br/><span class=""section-news"">4. 国家统计局：上半年全国居民人均可支配收入22981元，比上年同期名义增长5.2%。</span><br/><span class=""section-news"">5. 按病种付费3.0版分组方案发布在即，国家医保局再次召开座谈会听取意见建议。</span><br/><b>个股新闻</b><br/><span class=""section-news"">1. 主力资金流向数据显示，长飞光纤主力资金净流入13.82亿元居首位，恒瑞医药、巨人网络、宁德时代、豪威集团获主力资金净流入居前；长电科技主力资金净流出49.89亿元居首位，华天科技、佰维存储、京东方A、江波龙主力资金净流出居前。</span><br/><span class=""section-news"">2. 蔚来战略投资长鑫科技：双方将构建稳定、互信的战略供应关系。</span><br/><span class=""section-news"">3. 科伦药业：TROP2 ADC联合疗法肺癌3期临床达主要终点。</span><br/><span class=""section-news"">4. 惠科股份：已实现Oxide LCD显示器面板、笔记本电脑面板量产销售。</span><br/><span class=""section-news"">5. 理工光科：目前暂未涉及户外作业机器人相关业务。</span><br/><span class=""section-news"">6. 盈新发展与青岛胶州签约，共建高端存储产业基地。</span><br/><span class=""section-news"">7. 康冠科技：与阶跃星辰已就AI眼镜等产品的改善方案展开沟通。</span>",1,"半导体,医药",strong
2026-07-15,2026-07-15 15:17:26,金十期货7月15日讯，据马来西亚独立检验机构AmSpec，马来西亚7月1—15日棕榈油出口量为646438吨，较上月同期出口的621704吨增加3.98%。,1,出口贸易,strong
2026-07-16,2026-07-16 15:35:36,瑞士央行：各项调查显示，2027年的工资增长预期呈现适度增长势头。,0,银行,medium
2026-07-16,2026-07-16 15:35:24,瑞士央行：就业增长目前适度，低于长期平均水平。,0,银行,medium
2026-07-16,2026-07-16 15:35:18,瑞士央行：由于地缘政治形势不确定，瑞士法郎大幅升值的风险依然存在。,0,银行,medium
2026-07-16,2026-07-16 15:35:07,瑞士央行：当前劳动力市场信号疲软。,0,银行,medium
2026-07-16,2026-07-16 15:35:04,瑞士央行：不确定性依然很高。,0,银行,medium
2026-07-16,2026-07-16 15:34:59,瑞士央行：目前，通胀不太可能迅速上升至2%以上或跌入负区间。,0,"银行,金融",weak
2026-07-16,2026-07-16 15:34:36,瑞士央行：经济增长可能低于预期，通胀可能高于预期。,0,"银行,金融",weak
2026-07-16,2026-07-16 15:34:28,瑞士央行：如果霍尔木兹海峡的通行受到长期影响，能源市场的形势可能会加剧。,0,"银行,能源",weak
2026-07-16,2026-07-16 15:34:21,瑞士央行：由于能源价格上涨，短期内通胀可能会增加。,0,"银行,能源,金融",weak
2026-07-16,2026-07-16 15:34:17,瑞士央行：预计2026年GDP增长约为1%，2027年约为1.5%。,0,银行,medium
2026-07-16,2026-07-16 15:34:16,黄金期权市场显示多空资金入场意愿低迷，鲜有三位数以上新增持仓；现价附近的40XX一线，多头减仓、空头增仓特征较为明显，该位置或将持续构成上方压制。,1,贵金属,strong
2026-07-16,2026-07-16 15:34:13,瑞士央行：料在整个预测期内处于价格稳定范围内。,0,银行,medium
2026-07-16,2026-07-16 15:33:54,瑞士央行：假设瑞士央行政策利率保持不变，未来几个季度通胀应会进一步上升。,0,"银行,金融",strong
2026-07-16,2026-07-16 15:33:45,瑞士央行：中期通胀压力与三月份的货币政策评估相比几乎没有变化。,0,"银行,金融",medium
2026-07-16,2026-07-16 15:33:40,瑞士央行：第二轮效应强于预期也被列为通胀的风险因素。,0,"银行,金融",medium
2026-07-16,2026-07-16 15:33:24,瑞士央行：企业预计未来几个季度营业额将大幅增长。,0,银行,medium
2026-07-16,2026-07-16 15:33:08,瑞士央行：企业对短期通胀预期有所上升。,0,"银行,金融",medium
2026-07-16,2026-07-16 15:33:00,瑞士央行：人工智能已获得一定影响力，但迄今为止尚未出现重大广泛的结构性变化。,0,"银行,半导体",medium
2026-07-16,2026-07-16 15:32:54,瑞士央行：中东局势的再次升级可能会显著削弱经济活动，并加大对瑞士法郎的上行压力。,0,银行,weak
2026-07-17,2026-07-17 15:34:25,【宋涛会见洪秀柱一行】金十数据7月17日讯，中共中央台办、国务院台办主任宋涛17日在杭州会见中国国民党前主席、中华青雁和平教育基金会董事长洪秀柱一行。宋涛转达了习近平总书记对洪秀柱的问候。宋涛表示，我们将团结广大台湾同胞，坚定推动两岸关系和平发展、推进祖国统一大业。希望两岸同胞特别是两岸青年勇担时代重任，做交流融合的坚定促进者、共同家园的坚定守护者、民族复兴的坚定推动者，把两岸关系的未来牢牢掌握在中国人自己手中。洪秀柱感谢习近平总书记的问候，表示和平必须建立在国家统一的基础上。两岸青年同根同源、血脉相连，共同承载中华文化，应该携手同行，共促两岸融合与和平统一，共创中华民族美好未来。,0,金融,medium
2026-07-17,2026-07-17 15:32:24,上海黄金交易所黄金T+D 7月17日（周五）收盘下跌0.98%报871.1元/克；<br/>上海黄金交易所白银T+D 7月17日（周五）收盘下跌3.17%报13470.0元/千克。,0,贵金属,medium
2026-07-17,2026-07-17 15:32:13,【机构：2030年新型云端提供商将占AI云端市场20%份额】金十数据7月17日讯，Gartner预测，2030年新型云端（neo cloud）提供商将占AI云端市场20%市场，即2670亿美元。新型云端提供商正以性能卓越、灵活的AI工作负载部署方式，结合对数据主权高度投入形成差异化优势，定价通常更具竞争力。AI云端市场正进入新阶段，主权、性能与基础结构专业化成为企业决策首要因素。GPU密集型工作负载需求加速增长，一般云端模式难以跟上步伐，为新型云端提供商大规模交付AI基础结构创造条件。,0,"半导体,金融",medium
2026-07-17,2026-07-17 15:31:09,【高市早苗称应鼓励家庭和GPIF增加日本资产投资】金十数据7月17日讯，日本首相高市早苗周五表示，应鼓励家庭和政府养老金投资基金（GPIF）增加对日本金融资产的投资。她表示：“随着股市持续表现稳健，我们认为有必要采取措施，鼓励家庭和包括政府养老金投资基金在内的养老金资金进一步增加对日本金融资产的投资，让公众能够分享日本经济增长带来的成果。通过这一举措，我们希望促进经济增长与家庭资产积累之间形成良性循环。”上述言论发表后，日元兑美元短线走强，一度触及162.13。日本财务大臣片山皋月上周曾表示，希望鼓励GPIF增加对国内资产的投资。,0,"金融,金融",medium
2026-07-17,2026-07-17 15:30:12,【理财非标压降因地施策：部分机构实现清零 多地暂未接通知】金十数据7月17日讯，从业内获悉，部分地区监管部门对理财公司及银行自营理财提出非标压降要求，但各地尺度不一，有机构存量非标资产已实现清零。江苏省某银行资管部负责人透露，该行已收到监管指引并完成非标资产压降，目前相关占比已降至0。江苏省某理财公司人士也确认，公司于去年收到监管下发的非标压降任务，并已着手执行，但监管并未要求清零。北方地区某银行资管部负责人表示，监管要求其非标资产占理财存续规模的比例不得进一步上升。通过进一步向多个地区理财公司求证，对方均表示目前未收到明确的非标压降要求。上海地区某理财公司人士称，暂未接到相关通知，“当前监管仅设定了公司整体非标资产占比不得超过35%的红线，尚未对单只理财产品非标资产占比制定约束标准，不过行业内普遍将单只理财产品非标资产占比控制在50%以内。”,0,金融,medium
2026-07-17,2026-07-17 15:28:41,【广东商业航天保险共保体成立】金十数据7月17日讯，近日，从人保财险广东分公司获悉，广东商业航天保险共保体在广东阳江正式成立。据了解，为全面规范共保体运营管理体系、统一行业服务标尺、切实提升商业航天产业金融服务质效，人保财险广东分公司代表共保体发布专项服务倡议，确立“统一承保、统一风控、统一服务、统一理赔”“四统一”运行机制。通过标准化流程、专业化管控、一体化服务模式，聚合行业承保资源、深耕商业航天专属风控体系，为产业链量身打造覆盖全生命周期的保险保障方案。,0,金融,medium
2026-07-17,2026-07-17 15:27:54,【阿曼附近海域一油轮遭不明弹体袭击】金十数据7月17日讯，当地时间17日，英国海上贸易行动办公室表示，当日一艘油轮在航行至阿曼海岸海塞卜以东约19海里处时，遭到不明弹体袭击。该船左舷受到轻微损坏，船上船员安全，仍继续驶向目的地。袭击未造成环境影响。,0,综合,medium
2026-07-17,2026-07-17 15:27:21,【欧洲科技投资人警告：依赖美国科技资本对欧洲构成战略风险】金十数据7月17日讯，据英国《金融时报》报道，曾投资Spotify和Revolut等公司的欧洲顶级科技投资者警告称，欧洲对美国技术和资本的依赖已经成为一种战略脆弱性。风险投资公司Lakestar创始人克劳斯·霍姆斯表示，美国近期对Anthropic人工智能模型的限制，是欧洲需要建立更大技术自主能力的最新信号。霍姆斯发表上述警告之际，Lakestar表示已募集一支规模3亿美元的“韧性”基金，将投资欧洲以及其他北约盟国的军民两用技术和国防科技企业。霍姆斯表示，他认为美国风投机构可以在支持欧洲国防科技初创企业方面发挥作用，但“重要的是，整体治理必须掌握在欧洲手中。如果出现升级局势，治理体系必须能够优先考虑欧洲利益。”,0,"半导体,军工,金融,金融",medium
2026-07-17,2026-07-17 15:25:34,国际金技术面偏空，回踩年内低点可能性仍存，重新进入上涨周期还要等到什么时候？镑美看涨反转信号继续生效......,1,综合,strong
2026-07-17,2026-07-17 15:24:17,上期所：本周铜库存减少20362吨，铝库存减少5401吨，锌库存减少427吨，铅库存减少1361吨，镍库存增加11078吨，锡库存减少268吨，天然橡胶库存减少190吨。,1,大宗商品,strong
2026-07-17,2026-07-17 15:24:12,救援组织负责人表示，在美国实施旅行禁令后，有七名美国人在肯尼亚的埃博拉隔离设施内接受隔离。,0,综合,medium
2026-07-17,2026-07-17 15:22:07,大众汽车劳资委员会表示，公司重组将危及约14万个工作岗位。,0,汽车,medium
2026-07-17,2026-07-17 15:21:47,欧元兑英镑EUR/GBP突破0.85，日内涨0.15%。,0,综合,medium
2026-07-17,2026-07-17 15:21:17,"<b>重要新闻</b><br/><span class=""section-news"">1. 习近平宣布中国支持全球人工智能发展重大举措。</span><br/><span class=""section-news"">2. 国家发改委发布人工智能合作发展行动计划。</span><br/><span class=""section-news"">3. 华泰柏瑞沪深300ETF规模重回市场第一。</span><br/><span class=""section-news"">4. 今年上半年我国涉外收支规模创新高。</span><br/><span class=""section-news"">5. 股票私募平均仓位创近4年新高。</span><br/><span class=""section-news"">6. 外汇局：拟再推出一揽子政策，进一步提升跨境投融资便利化水平。</span><br/><span class=""section-news"">7. 外汇局：争取尽快发放新一轮合格境内机构投资者（QDII）额度。</span><br/><span class=""section-news"">8. 商务部新闻发言人就英国政府将英国钢铁国有化答记者问。</span><br/><b>个股新闻</b><br/><span class=""section-news"">1. 主力资金流向数据显示，星网锐捷主力资金净流入7.77亿元居首位，共进股份、九安医疗、长电科技、芯原股份获主力资金净流入居前；东山精密主力资金净流出50.34亿元居首位，新易盛、中际旭创、中兴通讯、胜宏科技主力资金净流出居前。</span><br/><span class=""section-news"">2. 被起诉分割9亿身家，A股再现天价离婚案，银信科技回应：不存在“技术性离婚”。</span><br/><span class=""section-news"">3. 北交所持续加强“云创退”交易监管。</span><br/><span class=""section-news"">4. 兆易创新和地瓜机器人达成战略合作，协同加速具身产业规模化发展。</span><br/><span class=""section-news"">5. 均胜电子发布混合驱动灵巧手及执行器等关键技术。</span><br/><span class=""section-news"">6. 凯美特气：报道称公司电子特气全年在手订单超4亿元不属实。</span><br/><span class=""section-news"">7. 东土科技推出AI机器人通用学习训练平台MaDo。</span>",1,"半导体,大宗商品,医药",strong
2026-07-17,2026-07-17 15:20:38,【王沪宁对朝鲜进行正式友好访问】金十数据7月17日讯，中共中央政治局常委、全国政协主席王沪宁于7月15日至17日率中国党政代表团对朝鲜进行正式友好访问，在平壤会见朝鲜劳动党总书记、国务委员长金正恩，同朝鲜劳动党中央政治局常委、国务委员会副委员长、内阁总理朴泰成共同出席《中朝友好合作互助条约》签订65周年纪念招待会，同朝鲜劳动党中央政治局常委、中央书记、组织指导部部长赵甬元举行会谈。,0,综合,medium
2026-07-17,2026-07-17 15:19:04,【国债期货午盘收盘】2年期国债期货（TS）主力合约涨0.01%，5年期国债期货（TF）主力合约涨0.02%，10年期国债期货（T）主力合约涨0.04%，30年期国债期货（TL）主力合约涨0.24%。,0,综合,medium
2026-07-17,2026-07-17 15:18:15,【Burberry三年来首次实现全品类增长】金十数据7月17日讯，Burberry集团所有产品系列销售额三年来首次实现增长，其中标志性的格纹服装和配饰需求尤其强劲，特别是在关键夏季销售季初期的美国市场。Burberry周五表示，截至6月的第一财季，同店销售额同比增长5%，基本符合分析师预期。美洲地区销售额增长12%。首席执行官Joshua Schulman两年前开始推动品牌转型，包括削减库存、降低价格以及重新聚焦品牌标志性产品。他通过改善产品陈列方式，包括增加模特展示和围巾展示区，帮助吸引老客户和新客户。尽管销售正在增长，但整个奢侈品行业仍经历严重低迷。截至周四收盘，Burberry股价今年以来累计下跌12%。,0,综合,medium
2026-07-17,2026-07-17 15:15:18,【功夫女足实时票房破10亿】金十数据7月17日讯，据灯塔专业版实时数据，截至7月17日15时10分，影片《功夫女足》票房突破10亿。​​​,0,综合,medium
2026-07-18,2026-07-18 15:05:23,"美国国家公路交通安全管理局：福特汽车公司正在召回387,911辆美国车辆，因为座椅意外移动可能无法在碰撞中正确约束乘员，增加受伤风险。",0,汽车,weak
2026-07-18,2026-07-18 14:51:54,【英国金融监管新规出师不利，空头持仓数据被指错漏百出】金十数据7月18日讯，据英国金融时报，本周，英国金融行为监管局（FCA）根据新规发布了关于做空者对英国上市公司押注的最新监管数据，其中包含多处明显错误，引发市场对新披露制度下所提供信息质量的质疑。此前的规定要求公开披露持有重大空头头寸的对冲基金和投资者的具体名称，而新规取消了这一做法。取而代之的是，监管机构现在将以汇总方式披露每只股票的总空头头寸。FCA在新规实施后发布了上述数据。但根据数据提供商Breakout Point的分析，FCA发布的新信息中存在多处明显错误，部分头寸随后被删除或更改，却未留下任何修改记录。数据中还包含一些数年前的头寸，而这些头寸极不可能仍然存在。Breakout Point创始人伊万·科索维奇表示初期问题或许可以谅解，情况也在改善，但官方市场记录中的“隐形修改”不应成为常态。,0,金融,medium
2026-07-18,2026-07-18 14:51:09,黄金期权持仓数据显示多头有所试探，41XX处看涨期权增持活跃，但仍需关注4000整数关口附近博弈。,1,贵金属,strong
2026-07-18,2026-07-18 14:42:15,【广州多区雷雨大风黄色预警信号生效】金十数据7月18日讯，7月18日，从广州市气象部门了解到，受偏南方向移近的雷雨云团影响，预计广州市越秀区、天河区将有中到强雷雨，并伴有7至8级阵风和雷电。从18日13时43分起，广州市越秀区、天河区雷雨大风黄色预警信号生效。目前，广州越秀、海珠、荔湾、天河、黄埔、白云、花都、番禺等区雷雨大风黄色预警信号生效，白云区暴雨黄色预警信号生效。,0,综合,medium
2026-07-18,2026-07-18 14:41:59,据伊朗法尔斯通讯社：设拉子-迪拜航班在暂停五个月后恢复。,0,军工,medium
2026-07-18,2026-07-18 14:18:41,巴林国防部表示，周六拦截了多起伊朗空袭。,0,军工,medium
2026-07-18,2026-07-18 14:16:53,【视频】霍尔木兹海峡24小时状况监控：仅伊朗一侧航道仍在活跃，但仍未有油轮通过。,1,军工,strong
2026-07-18,2026-07-18 14:11:44,【科威特电力与海水淡化厂起火】金十数据7月18日讯，科威特电力部表示，遭受伊朗袭击后，（一座）电力和海水淡化厂发生火灾，多个发电机组出于安全考虑暂停运行。此次袭击发生在周五舒艾巴海水淡化综合体遭袭之后，这是两天内科威特电力和水务基础设施遭受的第二次攻击。科威特已启动应急计划，并敦促居民在上午11点至下午5点之间减少用电，以便抢修工作继续进行。,1,军工,strong
2026-07-18,2026-07-18 14:05:01,中国地震台网正式测定：7月18日13时47分在新疆克孜勒苏州阿克陶县（北纬38.71度，东经75.07度）发生4.3级地震，震源深度10千米。,0,综合,medium
2026-07-18,2026-07-18 13:54:23,<b>据阿拉伯媒体报道，黎巴嫩军方消息人士称，以色列尚未（在黎巴嫩）撤军，原定三方会议已被推迟。</b>,0,军工,medium
2026-07-18,2026-07-18 13:36:29,7月17日芝加哥商业交易所（CME）能源类商品成交量报告已在金十数据中心更新！欢迎点击查看,0,能源,medium
2026-07-18,2026-07-18 13:36:26,7月17日芝加哥商业交易所（CME）金属类商品成交量报告已在金十数据中心更新！欢迎点击查看,0,综合,medium
2026-07-18,2026-07-18 13:36:18,7月17日芝加哥商业交易所（CME）外汇类商品成交量报告已在金十数据中心更新！欢迎点击查看,0,综合,medium
2026-07-18,2026-07-18 13:24:44,据伊朗迈赫尔通讯社：科威特第五次响起警报。,0,军工,medium
2026-07-18,2026-07-18 13:17:21,【丰业银行：在不确定性高企时期，欧洲央行7月将维持利率不变】金十数据7月18日讯，丰业银行表示，政策调整不必走直线，尤其是在不确定性高企的时期。这一观点似乎正在主导市场对欧洲央行下周四利率决议的定价，市场预计欧洲央行将在6月加息25个基点之后，将存款利率维持在2.25%不变。市场普遍预期也是按兵不动。欧洲央行行长拉加德最近一次重要表态是在7月1日，她当时表示：“我认为，我们面临的通胀上行风险和增长下行风险，可能比几周前更加趋于平衡，这是因为变化正在快速发生。”而自那以来，美国与伊朗的冲突再度爆发。WTI和布伦特原油均上涨了约每桶12美元。一定程度上形成对冲的是，6月通胀报告可能为欧洲央行争取了更多时间来评估形势，毕竟欧洲央行秉持“数据依赖”原则。欧元区整体CPI环比下降0.1%，核心CPI同比从2.6%（去年4月以来最高）回落至2.4%。尽管如此，市场情绪指标清楚地显示，鹰派总体上仍占据主导地位。,0,"银行,能源,军工,金融,金融",strong
2026-07-18,2026-07-18 13:14:48,科威特军方表示，科威特目前正在拦截从伊朗发射的导弹和无人机。,0,军工,medium
2026-07-18,2026-07-18 13:12:58,【新疆上半年外送电量同比增长逾25%】金十数据7月18日讯，新疆电力交易中心有限公司数据显示，新疆2026年上半年累计外送电量达790.24亿千瓦时，同比增长25.11%，其中新能源外送电量278.4亿千瓦时，同比增长33.92%。,0,"新能源,能源",medium
2026-07-18,2026-07-18 13:09:47,据伊朗塔斯尼姆通讯社：伊朗伊斯兰革命卫队表示，针对美国在谢赫伊萨空军基地的战斗机设施进行了打击。,0,军工,medium
2026-07-18,2026-07-18 13:06:40,【中国信通院：我国日均Token调用量增长超千倍】金十数据7月18日讯，中国信息通信研究院副院长魏亮表示，我国日均Token调用量已经从2024年初的约1000亿，飙升到了2026年3月底的140万亿，增长超过千倍。智能体正在催生一种全新的经济形态，即“Token经济”。Token中文叫词元，是大模型处理信息和计量模型调用成本的重要单位。它的增长速度是产业发展最直观的晴雨表。智能体时代，一个用户指令可能触发多轮模型调用和资源消耗，直接带动人工智能算力需求爆发。随着智能体规模化应用，围绕Token计量、调度、定价和交易的一系列新模式正在形成。,0,半导体,weak
2026-07-18,2026-07-18 13:00:51,科威特航空表示，由于科威特空域在周六关闭，已重新安排大部分航班。,0,综合,medium
2026-07-19,2026-07-19 15:43:44,【华安证券：董事长提议1亿元—2亿元回购公司股份】金十数据7月19日讯，据华安证券公告，董事长章宏韬提议1亿元—2亿元回购公司股份，用于维护公司价值及股东权益。,0,综合,medium
2026-07-19,2026-07-19 15:42:45,迪拜官员：2026年上半年，阿联酋非石油外贸增长13.1%，达到1.937万亿迪拉姆。,0,"能源,出口贸易",medium
2026-07-19,2026-07-19 15:38:08,"【长鑫科技中签号出炉：共有7,702,207个】金十数据7月19日讯，据长鑫科技公告，公司首次公开发行股票并在科创板上市网下初步配售结果及网上中签结果已公布。本次发行价格8.66元/股，初始发行股份数量约66.88亿股，中签号码共有7,702,207个，每个中签号码只能认购500股长鑫科技A股股票。",1,综合,strong
2026-07-19,2026-07-19 15:27:10,【科威特称拦截“敌方”导弹和无人机袭击】金十数据7月19日讯，科威特武装部队19日表示，其防空系统“正在拦截敌方的导弹和无人机袭击”。科威特武装部队总参谋部在社交媒体发表声明说，居民听到的爆炸声是防空系统拦截“敌方”袭击的结果，所有人应遵守政府发布的安全指示。,0,"军工,互联网",medium
2026-07-19,2026-07-19 15:23:01,【中国平安亮相世界人工智能大会，发布医疗、保险、支付领域最新AI成果】金十数据7月19日讯，2026年7月17日至19日，2026世界人工智能大会（WAIC 2026）在上海举行。期间，中国平安全面发布人工智能领域的最新业务成果，包括医疗、保险、支付等核心场景的创新产品与服务体系。,0,"半导体,医药,金融",medium
2026-07-19,2026-07-19 15:19:32,里海管道联盟：油轮在终端遭到袭击，石油装载暂停。,0,能源,medium
2026-07-19,2026-07-19 15:16:23,<b>里海管道联盟：海上终端遭到袭击。</b>,0,综合,medium
2026-07-19,2026-07-19 15:02:05,【伊朗媒体称伊朗击落一架美军无人机】金十数据7月19日讯，据伊朗媒体19日报道，伊朗伊斯兰革命卫队在伊朗阿瓦士击落一架美军MQ-9型“死神”无人机。,0,军工,medium
2026-07-19,2026-07-19 14:56:50,据伊朗迈赫尔通讯社：黎巴嫩总统已抵达位于华盛顿的安德鲁斯联合基地。,0,军工,medium
2026-07-19,2026-07-19 14:46:13,【中科创达：预计2026年半年度净利润同比增长50%-55%】金十数据7月19日讯，中科创达公告称，预计2026年半年度归属于上市公司股东的净利润为2.38亿元-2.46亿元，同比增长50%-55%。业绩变动主要系公司坚持全球化及AIOS战略，积极拓展全球业务，深化AIOS技术应用，营业收入较上年同期增长预计超过30%。小财注：公司Q2净利润预计1.35亿-1.43亿，Q1净利润1.02亿，据此计算，Q2净利润预计环比增长32%-39%。,0,半导体,medium
2026-07-19,2026-07-19 14:43:59,乌克兰军方：乌克兰军队在黑海击中了两艘俄罗斯油轮。,0,综合,medium
2026-07-19,2026-07-19 14:39:42,【乌称基辅遭大规模无人机和导弹联合打击】金十数据7月19日讯，乌克兰国家紧急情况服务局19日通报，俄罗斯军队当天大规模袭击基辅，截至目前已造成1人死亡、8人受伤。乌首都多个区遭袭击命中发生火灾，多栋住宅楼等受损，救援人员已展开救援处置工作。据乌克兰方面消息，当日凌晨，俄罗斯武装力量对基辅发动了双方冲突升级以来最密集的一次弹道导弹袭击，40分钟内向基辅发射了约40枚弹道导弹，包括“伊斯坎德尔-M”“锆石”和S-400等型号导弹。,0,军工,medium
2026-07-19,2026-07-19 14:29:17,科威特军方表示，正在拦截伊朗导弹和无人机攻击。,0,军工,medium
2026-07-19,2026-07-19 14:29:14,据科威特国家通讯社：科威特响起警报。,0,综合,medium
