date,time,content,important,sectors
2026-06-27,2026-06-27 19:03:04,据伊朗国家电视台报道，在未经授权的船只遭到警告射击后，更多船舶正寻求伊朗方面的许可，以通过霍尔木兹海峡。,1,军工,strong
2026-06-27,2026-06-27 18:55:54,【印尼东努沙登加拉省附近海域发生5.6级地震】金十数据6月27日讯，据印尼气象、气候和地球物理局发布的报告，当地时间6月27日17时37分，印尼东努沙登加拉省东北202公里海域发生5.6级地震。,0,综合,medium
2026-06-27,2026-06-27 18:51:47,科威特谴责伊朗对巴林领土的袭击，认为这严重破坏了和平与稳定的努力，并对地区安全构成威胁。,0,军工,medium
2026-06-27,2026-06-27 18:36:04,【联合海上信息中心提升霍尔木兹海峡威胁等级】金十数据6月27日讯，当地时间27日，英国海上贸易行动办公室转发联合海上信息中心的一份公告称，联合海上信息中心27日将霍尔木兹海峡海上安全威胁等级由“中等”上调至“较高”。,1,综合,strong
2026-06-27,2026-06-27 18:30:57,德国外交部长：我们支持以色列与黎巴嫩之间协议的实施，黎巴嫩国家对武力的垄断至关重要。,0,军工,medium
2026-06-27,2026-06-27 18:30:30,德国外交部长：以色列与黎巴嫩之间的协议增强了两国的安全，并为解决持续数十年的冲突提供了机会。,0,军工,medium
2026-06-27,2026-06-27 18:26:52,<b>据沙特媒体哈达斯（alhadath）：伊朗外长明天将前往巴格达。</b>,0,军工,medium
2026-06-27,2026-06-27 18:20:22,伊朗民航局：德黑兰-迪拜航班将于7月1日恢复运营。,0,军工,medium
2026-06-27,2026-06-27 18:18:15,【委内瑞拉代总统：地震重灾区六成电力已恢复】金十数据6月27日讯，当地时间6月27日凌晨，委内瑞拉代总统德尔西·罗德里格斯在地震重灾区拉瓜伊拉州设立的中央指挥所表示，该州电力服务已恢复至总量的60%。罗德里格斯还表示，部分地区供水已恢复，灾区食品物资需求得到保障。她强调，搜救幸存者仍是当前的首要任务。,0,综合,medium
2026-06-27,2026-06-27 18:16:17,据黎巴嫩国家通讯社：以色列无人机袭击黎巴嫩南部纳巴提耶地区。,1,军工,strong
2026-06-27,2026-06-27 18:11:39,伊朗议会国家安全和外交政策委员会发言人雷扎伊表示，美国通过在霍尔木兹海峡制造紧张局势，违反了结束战争的备忘录。针对任何违反备忘录的行为，将遭到迅速且果断的回应。,0,军工,medium
2026-06-27,2026-06-27 18:07:23,中央社会工作部副部长贺志亮涉嫌严重违纪违法，目前正接受中央纪委国家监委纪律审查和监察调查。,0,综合,medium
2026-06-27,2026-06-27 17:59:52,据伊朗伊斯兰共和国通讯社：阿曼与埃及外长通话，讨论了双边关系、地区局势及霍尔木兹海峡的航行安全。,0,军工,medium
2026-06-27,2026-06-27 17:48:45,【中俄两军组织实施第11次联合空中战略巡航】金十数据6月27日讯，6月27日，中俄两国空军在日本海、东海、太平洋西部空域组织实施第11次联合空中战略巡航，展示共同维护地区和平稳定决心能力。,0,综合,medium
2026-06-28,2026-06-28 18:13:34,"<span class=""section-news"">1. <b>提名移民执法局局长</b>——特朗普提名兰斯·施罗耶出任美国移民与海关执法局局长。特朗普称其具备打击非法移民犯罪和遣返非法移民的丰富经验。他呼吁参议院尽快确认施罗耶的提名。</span><br/><span class=""section-news"">2. <b>与黎巴嫩总统通话</b>——黎巴嫩总统奥恩在与特朗普的通话中表示，黎巴嫩将承担与以色列实施框架协议的责任。奥恩请求美国协助防止协议被违反，并施压以色列撤出南部地区。</span><br/><span class=""section-news"">3. <b>指责伊朗违反协议 称美军打击伊朗设施</b>——特朗普表示，美军打击了伊朗的导弹和无人机储存地点，以及沿海雷达站点，因为他们再次违反了停火协议。特朗普还威胁道：“终有一刻，我们将不再保持克制，被迫以军事手段完成我们业已成功开启的行动。若真走到那一步，伊朗将不复存在！”</span><br/><span class=""section-news"">4. <b>驳斥哈格曼新书为“假新闻”</b>——特朗普：玛戈特·哈格曼那本写我的书，基本上全是编造的、假新闻，大部分是虚构的，就像她这么多年来写我的大多数东西一样。她是个三流作家，拥有三流智力，却因为你们最爱的总统，也就是我，赚了一流的收入。 </span>",1,军工,strong
2026-06-28,2026-06-28 18:10:41,沙特外交部：我们对伊朗对科威特和巴林的攻击以及对霍尔木兹海峡航行安全和自由的威胁表示最强烈的谴责。,0,军工,medium
2026-06-28,2026-06-28 18:08:12,<b>俄罗斯国防部：过去24小时内，我们击落了590架乌克兰无人机。</b>,0,军工,medium
2026-06-28,2026-06-28 18:01:03,以色列统计局：4月经季调工业产出环比增长29.8%（3月为下降17.5%）。,0,军工,medium
2026-06-28,2026-06-28 17:57:36,【以色列军方：哈马斯海军部队指挥官在加沙袭击中丧生】金十数据6月28日讯，以色列军方表示，曼苏尔·萨米·马哈茂德·沙赫特奥特在周五以色列对加沙中部的空袭中与另外两名武装分子一同丧生。这三名武装分子“当时乘坐一辆携带武器的车辆行驶，因此对以军构成了威胁”。以军称，该海军部队“隶属于哈马斯军事派别，负责推进和指挥”对占领加沙的军队及以色列境内的袭击行动。,0,军工,medium
2026-06-28,2026-06-28 17:53:58,【中泰证券：后续市场风格依然是科技扩散而非风格切换】金十数据6月28日讯，中泰证券研报表示，整体而言，未来一两周市场大概率维持底部明确，震荡蓄势的格局。重要IPO上市后，随着市场不确定性落地、情绪面修复，市场有望迎来一轮前高/新高的行情。后续市场风格依然是科技扩散而非风格切换。一、科技方面关注：存储与半导体设备、海外算力链。存储与半导体设备是当前确定性最强的方向。二、非科技方向：新能源、AI相关新材料与小金属、工程机械、券商。新能源方向上，AI算力扩张带来的用电需求与出海逻辑构成中期支撑。AI相关新材料方面，覆铜板CCL涨价螺旋已经开启。券商受益于IPO跟投及市场交投活跃，仍有波段机会。,0,"半导体,新能源,能源,大宗商品,金融",medium
2026-06-28,2026-06-28 17:48:06,【伊朗外长呼吁与海湾国家建立“安全框架”】金十数据6月28日讯，伊朗外长阿拉格齐在访问伊拉克期间呼吁与海湾国家建立“安全框架”。阿拉格齐在伊拉克首都巴格达举行的新闻发布会上说：“我们应该达成一个涵盖地区所有国家的新框架，没有地区以外任何国家的参与或干涉。”,0,军工,medium
2026-06-28,2026-06-28 17:44:13,【立新能源：2026年公司新增风电装机规模250万千瓦】金十数据6月28日讯，立新能源在投资者网上集体接待日表示，2026年公司新增风电装机规模250万千瓦，在建储能项目装机规模40万千瓦/160万千瓦时。公司将持续聚焦主责主业，深耕风光储业务发展，积极抢抓“疆电外送”特高压外送配套优质风光电源项目，拓展新疆优质风光资源，推进新能源大基地建设，重点在南疆布局独立储能项目，稳步拓展售电业务，积极研究探索绿电直供、综合能源服务等增值业态。,0,"新能源,能源",medium
2026-06-28,2026-06-28 17:38:33,伊拉克安全部队因腐败指控逮捕了17名官员。,0,综合,medium
2026-06-28,2026-06-28 17:36:05,据阿曼通讯社：阿曼谴责今天凌晨对科威特领土发动的军事袭击。,0,军工,medium
2026-06-28,2026-06-28 17:34:12,以色列国防军宣布一名军人在黎巴嫩遇难。另外，一名以军士兵受轻伤，该士兵已被送往医院接受治疗。,0,军工,medium
2026-06-28,2026-06-28 17:29:28,埃及内阁：根据私有化计划，埃及将四家国有企业（包括三家石油行业公司）临时在证券交易所挂牌上市。,0,能源,medium
2026-06-28,2026-06-28 17:13:14,匈牙利政府：国家电力输电系统运营商MAVIR预计周日和下周一的峰值负荷将保持在夏季纪录水平以下。,0,综合,medium
2026-06-28,2026-06-28 17:10:17,匈牙利政府：由于多瑙河水温过高，帕克斯核电站周日在减产基础上可能还需再削减约320兆瓦的发电量。,0,电力,weak
2026-06-28,2026-06-28 17:09:31,【联合国粮农组织：厄尔尼诺现象危及粮食安全】金十数据6月28日讯，联合国粮食及农业组织（粮农组织）日前警告称，新一轮厄尔尼诺现象引发的极端天气，可能给全球数百万依赖农业生产的人口带来严重冲击。粮农组织官员杜尼娅·杜亚诺维奇近日表示，厄尔尼诺现象可能在全球部分地区引发粮食危机，呼吁采取措施帮助农民。杜尼娅表示，我们非常担心，今年年底以及2027年初，部分地区可能会出现大规模粮食危机，而这也正是厄尔尼诺现象通常持续的时间周期。,0,农牧,weak
2026-06-28,2026-06-28 17:04:49,【纳指ETF汇添富：提示二级市场交易价格溢价风险】金十数据6月28日讯，纳指ETF汇添富公告称，近期本基金二级市场交易价格明显高于基金份额参考净值，出现较大幅度溢价。2026年6月26日，收盘价为2.328元，收盘时IOPV为2.1888元。若6月29日溢价幅度未有效回落，基金有权申请停牌等措施。投资者可在二级市场交易或申赎，交易价格受多种因素影响。目前基金运作正常，无应披露未披露信息。,0,金融,medium
2026-06-28,2026-06-28 17:02:28,国际清算银行：需要协调全球监管以增强金融稳定性。,0,金融,medium
2026-06-28,2026-06-28 17:02:17,国际清算银行：信息传递出紧迫感，需整合公共债务。创纪录的公共债务与高杠杆对冲基金日益增大之间的相互作用，正带来日益增长的金融稳定风险。,0,金融,medium
2026-06-28,2026-06-28 17:01:03,国际清算银行：人工智能热潮的可持续性、金融脆弱性、紧张的公共财政以及通胀，都是全球经济所面临的风险。,0,"半导体,金融,金融",medium
2026-06-28,2026-06-28 16:51:42,【智元第15000台通用人形机器人量产下线】金十数据6月28日讯，6月28日，智元第15000台具身智能机器人下线。此次第15000台下线机型为智元精灵G2，下线当日即交付至龙旗科技，投入其ODM产线开展实际生产作业。,0,综合,medium
2026-06-28,2026-06-28 16:49:49,【伊朗外长：30天内海峡将由伊朗全面监督管理 任何干预将延迟重开】金十数据6月28日讯，据半岛电视台报道，伊朗外长阿拉格齐在访问伊拉克期间表示，未来30天内霍尔木兹海峡完全由伊朗控制。他说，“我已向伊拉克外长通报了强加于伊朗的战争的最新结果，以及伊朗与美国签署的谅解备忘录的相关进展，”“在未来30天内，霍尔木兹海峡仍将由伊朗全面监督和管理，在所有障碍清除后，该水道的全部通行能力将得到恢复。这正是我们正在努力的方向。”“这一责任由伊朗承担。在此方面不存在任何其他当事方或国家。这在谅解备忘录中已有明确规定，任何干预或任何单方面行动都将导致局势恶化，并延迟海峡的重新开放。”,1,军工,strong
2026-06-29,2026-06-29 22:49:19,【法国将与阿曼合作在霍尔木兹海峡排雷】金十数据6月29日讯，法国总统马克龙6月29日表示，法国和阿曼决定与合作伙伴一道，在霍尔木兹海峡开展联合排雷合作，保障海上航道安全，确保霍尔木兹海峡自由、无条件通行。马克龙表示，双方还将共同推动中东局势缓和。马克龙当天在巴黎会见到访的阿曼苏丹海赛姆，这是海赛姆首次对法国进行正式访问。,0,综合,medium
2026-06-29,2026-06-29 22:47:28,【伊拉克的1400万桶滞留石油经霍尔木兹海峡运出】金十数据6月29日讯，受中东冲突影响而一度滞留的伊拉克石油，在过去10天内已成功运出波斯湾；这得益于美伊之间脆弱的停火局面，使得霍尔木兹海峡的通行状况有所缓解。根据彭博社汇编的油轮追踪数据，载有约1400万桶伊拉克石油的船只于6月下旬驶离波斯湾，目前正将原油运往亚洲、欧洲和美国的买家手中。这意味着在为期10天的时段内，日均运输量约为140万桶。数据显示，自2月下旬以来装载并一度滞留在波斯湾内的所有货物，现已启程前往最终目的地。,0,"能源,军工",medium
2026-06-29,2026-06-29 22:46:32,"【同程旅行拟全面要约收购嘀嗒出行】金十数据6月29日讯，同程旅行(00780.HK)与嘀嗒出行(02559.HK)发布联合公告。公告显示，同程旅行将通过旗下全资子公司eLong,Inc.向嘀嗒出行发起自愿有条件全面现金要约收购。此次要约收购范围包括嘀嗒出行全部已发行股份，并同步处理尚未行使购股权及受限制性股份单位（RSU）相关权益。本次交易已获得嘀嗒出行核心股东支持。公告内容显示，嘀嗒出行的五名主要股东已签署不可撤销承诺函，拟接纳要约的股份占嘀嗒出行已发行股本约53.70%。公告指出，本次收购不以嘀嗒出行私有化为目的。交易完成后，同程旅行拟维持嘀嗒出行在香港联交所的上市地位。",0,综合,medium
2026-06-29,2026-06-29 22:45:51,【墨西哥证券交易所开盘前暂停交易】金十数据6月29日讯，墨西哥证券交易所集团（BMV）在周一交易时段开始前，暂停了该国主要证券交易所的交易。该交易所发表声明称，已暂停股票、金属及固定收益等市场的交易。随后，该交易所表示出现了数据传输故障，目前正在进行排查。一位代表证实，该市场的交易在交易时段开始前已被暂停。目前尚无关于何时恢复交易的预估时间。,0,综合,medium
2026-06-29,2026-06-29 22:45:50,美国财经媒体Semafor白宫记者：由美国商会牵头的多个行业组织致信众议院规则委员会，表示“强烈反对”国防授权法案中一项拟议条款，该条款将禁止国防承包商进行股票回购。,0,军工,medium
2026-06-29,2026-06-29 22:44:40,巴西计划部长：政府将在新的债务计划中投入30亿雷亚尔。该计划不会对财政产生主要影响。,0,综合,medium
2026-06-29,2026-06-29 22:44:17,<b>墨西哥证券交易所发言人：由于技术问题，墨西哥证券交易所交易暂停。</b>,0,综合,medium
2026-06-29,2026-06-29 22:42:16,白宫官员：美国国务卿鲁比奥和美国特使威特科夫将通过电话向国会通报伊朗和平协议相关情况。,0,军工,medium
2026-06-29,2026-06-29 22:41:06,德意志电信德国股价下跌近7%，触及2024年8月以来最低水平。,0,综合,medium
2026-06-29,2026-06-29 22:40:33,【日元跌至四十年来最低点，引发日本国内不安】金十数据6月29日讯，日元兑美元汇率跌至1986年以来的最低水平。这一“里程碑式”的下跌引发了日本国内的担忧，同时也让交易员高度警惕，密切关注当局是否会出手干预市场。日元兑美元汇率一度下跌0.1%，触及161.96，从而跌破了2024年7月日本为提振汇率而采取行动时曾触及的161.95关口。日本央行于6月16日将基准利率上调至1%，创下1995年以来的最高水平。然而，此举收效甚微，因为交易员预计美联储未来将继续保持鹰派立场。此外，预计日本政府将在其基本政策方针中呼吁实施“适当”的货币管理，此举显然意在劝阻央行进一步加息。日本此前进行了创纪录的外汇干预，规模达到11.73万亿日元，但日元汇率依然持续疲软。根据日本财务省的外汇储备数据，为了支撑汇率，日本在这一轮干预中很可能动用了包括美国国债在内的外国证券持仓。,0,"银行,金融",strong
2026-06-29,2026-06-29 22:40:31,【以防长称美方施压迫使以军改变对黎真主党军事策略】金十数据6月29日讯，当地时间29日，以色列国防部长卡茨日前在与军事记者的闭门谈话中披露，受美国政府施压以及美方将“伊朗与黎巴嫩相互绑定”的政策影响，以军被迫改变了针对黎巴嫩真主党的军事策略。卡茨表示，在美国总统特朗普选择将伊朗局势与黎巴嫩局势进行“捆绑”后，以军随即停止了对黎巴嫩首都贝鲁特的轰炸行动。卡茨称，这种绑定的做法完全符合“美国的战略利益”，是以色列与美国维持伙伴关系时不得不接受的“外部限制”。卡茨透露，在美伊两国签署相关谅解备忘录前，以色列总理内塔尼亚胡曾与特朗普进行多次电话沟通。美方在通话中向内塔尼亚胡施加了“强大压力”，最终促成了伊朗和黎巴嫩局势的“绑定”。,0,军工,medium
2026-06-29,2026-06-29 22:38:30,据Axios记者：美国特使威特科夫和特朗普高级顾问库什纳今日将前往多哈，于周二会见卡塔尔首相及其他官员，讨论与伊朗的谈判。周三，美国和伊朗技术团队将分别与卡塔尔和巴基斯坦调解人会面。,1,军工,strong
2026-06-29,2026-06-29 22:34:28,墨西哥央行：债券购买的变化并不意味着货币政策的转变。,0,银行,medium
2026-06-29,2026-06-29 22:34:13,【兆易创新：后续伴随利基存储市场产能边际增加，价格将出现相当幅度的回落】金十数据6月29日讯，兆易创新发布异动公告，公司股票价格自2026年6月15日至2026年6月29日连续10个交易日内日收盘价涨幅偏离值累计达到73.42%，自2026年5月18日至2026年6月29日连续30个交易日内日收盘价格涨幅偏离值累计达到125.60%。公司目前所经营的存储产品属于利基存储产品，即主要供给的下游为除手机、PC、服务器以外的广泛且分散的市场，如消费、工业、网通、汽车等领域。当前相关产品价格的上涨，主要来自于主流存储市场围绕AI需求的显著增加，使得国际存储大厂将经营重心切换至相关产品领域，利基存储市场主要间接受益于供应紧张。与主流存储市场不同，利基存储市场的下游需求总量相对稳定，在行业价格快速上行的过程中，下游需求已经受到一定程度的抑制。后续伴随利基存储市场产能边际增加，价格将出现相当幅度的回落。,1,"半导体,汽车,消费",strong
2026-06-29,2026-06-29 22:33:23,美国证券交易委员会（SEC）对美国银行旗下美林证券处以750万美元罚款，原因是未能提交多份可疑活动报告。,0,"金融,金融",medium
2026-06-29,2026-06-29 22:32:46,上交所官网显示，因等待财报更新，广东钶锐锶数控技术股份有限公司科创板IPO审核状态变更为“中止”。,0,综合,medium
2026-06-29,2026-06-29 22:32:03,墨西哥央行：为实施货币调节，自第三季度起可能购买墨西哥联邦国库券和浮动利率国债。,0,银行,strong
2026-06-29,2026-06-29 22:31:34,美国6月达拉斯联储制造业原材料支付价格指数 42.4，前值42.7。,0,综合,medium
2026-06-29,2026-06-29 22:31:26,美国6月达拉斯联储制成品价格指数 28.6，前值18.9。,0,综合,medium
2026-06-30,2026-06-30 19:29:13,伊朗外交部发言人巴加埃：与调解方卡塔尔就落实伊朗与美国临时协议进行的对话可能将于周三在多哈举行，议题包括解冻资产的释放。,1,军工,strong
2026-06-30,2026-06-30 19:27:38,【西北电网跨区外送能力突破1亿千瓦】金十数据6月30日讯，陕北—安徽±800千伏特高压直流输电工程正式投运。这条跨越秦岭—淮河一线、连接东西部的能源大动脉，推动西北电网电力跨区外送规模达到1.03亿千瓦。西北电网也由此成为我国首个电力跨区外送通道总容量突破1亿千瓦的区域电网。,0,能源,medium
2026-06-30,2026-06-30 19:26:11,"618返场活动最后一天！期货盯盘神器年卡直降500元，到手仅5499元，订单流、资金、席位、天气、量价状态等功能一屏追踪。点击立即抢购><font class=""important-text""></font>",0,综合,medium
2026-06-30,2026-06-30 19:26:09,"<a href=""https://qihuo.jin10.com/vip/watch/index.html?group_id=qh_ap_monitor#/intro"" target=""_blank""><img src=""https://img.jin10.com/misc/26/06/RzDAsv8bzng2wFKMu81v5.png/lite"" height=""120""/></a>",0,综合,medium
2026-06-30,2026-06-30 19:23:54,【五粮液：八代世界杯联名款实现良好销售】金十数据6月30日讯，五粮液在现场参观时表示，携手世界杯IP，是公司锚定国际化发展战略，顺应白酒消费多元化趋势，创新营销模式的重要尝试。五粮液是本届世界杯唯一合作的中国白酒品牌。本次世界杯联名合作成效较好：八代世界杯联名款实现良好销售，带动火爆、龙虎、火星时代三个子品牌培育；提高“白酒+体育”细分市场占有率，今年以来，公司电商渠道新增用户近数百万人，其中体育标签用户占比超55%、35岁及以下年轻人占比40%，沉淀年轻体育消费群体资源。,0,"消费,互联网",medium
2026-06-30,2026-06-30 19:23:27,<b>伊朗外交部发言人巴加埃：霍尔木兹海峡不需要外部干预，因为这只会使问题更加复杂。</b>,0,军工,medium
2026-06-30,2026-06-30 19:23:17,巴西农业部：2026/27年度农业丰收计划将向商业农业拨款5251亿雷亚尔，较上一计划增加90亿雷亚尔。,0,综合,medium
2026-06-30,2026-06-30 19:22:03,【小鹏机器人业务负责人米良川已于近期离职】金十数据6月30日讯，小鹏集团机器人业务负责人米良川已于近期离职。目前，小鹏CEO何小鹏亲自兼任小鹏机器人中心及其产品部负责人。加入小鹏前，米良川在英伟达工作长达约15年，有丰富的自动驾驶工作经验，还在2015年尝试过在机器人领域创业。2021年，米良川加入小鹏，任自动驾驶高级总监。2023年4月，米良川升任小鹏企业流程负责人；同年9月，米良川升任小鹏机器人业务负责人。外界曾将米良川、陈杰、葛艺潇、刘先明，并称为掌舵小鹏机器人团队的四位核心人物。,0,半导体,medium
2026-06-30,2026-06-30 19:19:31,【盛科通信：国家集成电路产业投资基金6月17日至6月30日期间减持246万股公司股份】金十数据6月30日讯，盛科通信公告，公司持股5%以上股东国家集成电路产业投资基金股份有限公司于2026年6月17日至6月30日期间，通过集中竞价方式减持公司股份246万股，占公司总股本比例由11.60%减少至11.00%，权益变动触及1%刻度。本次减持不触及要约收购，不会导致公司无控股股东及实际控制人情况发生变化。,0,金融,medium
2026-06-30,2026-06-30 19:18:26,宝马集团：此次股份转换将使普通股的自由流通股数量增加约19%。股份转换完成后，宝马股份公司约6.16亿欧元的股本将全部由普通股构成。,0,综合,medium
2026-06-30,2026-06-30 19:17:08,宝马集团：原优先股转换为普通股的交易所转换程序将于2026年7月1日至7月3日期间进行。,0,综合,medium
2026-06-30,2026-06-30 19:16:19,宝马集团：将把近5500万股优先股转换为具有投票权的普通股。,0,综合,medium
2026-06-30,2026-06-30 19:15:30,【富信科技澄清：公司MicroTEC产品价格稳定，不存在涨价情况】金十数据6月30日讯，富信科技发布异动公告，公司股票价格自2026年6月9日至2026年6月30日累计涨幅163.82%（经前复权计算股价涨幅），显著高于科创综指、科创50等相关指数涨幅。公司关注到近期涉及碲化铋材料及公司产品价格的市场传闻。公司当前所处的市场环境、行业政策及竞争格局均未发生重大变化，公司近期未新增通信领域重大客户，亦未获取新增大额订单。公司MicroTEC产品价格稳定，不存在涨价情况，相关市场传闻对公司产品价格预测没有客观依据。,1,综合,strong
2026-06-30,2026-06-30 19:15:28,宝马集团：宝马股份公司（BMW AG）所有无投票权优先股将按1:1的比例转换为具有投票权的普通股。,0,综合,medium
2026-06-30,2026-06-30 19:14:52,【工信部：1—5月份我国互联网和相关服务企业完成互联网业务收入8749亿元，同比增长10.4%】金十数据6月30日讯，1—5月份，互联网业务收入保持平稳增长，利润总额增速有所回落，研发经费投入保持较快增长。互联网业务收入保持平稳增长。1—5月份，我国规模以上互联网和相关服务企业完成互联网业务收入8749亿元，同比增长10.4%，增速较1—4月份加快0.5个百分点。利润增速有所回落。1—5月份，我国规模以上互联网企业实现利润总额799亿元，同比增长9.7%，增速较1—4月份有所回落。,0,互联网,strong
2026-06-30,2026-06-30 19:13:48,【聚和材料：贵金属采购成本在公司产品生产成本中占比较高】金十数据6月30日讯，聚和材料发布异动公告，公司股票于2026年6月26日、6月29日、6月30日连续三个交易日内日收盘价格涨幅偏离值累计超过30%。公司光伏导电浆料的主要原材料为贵金属银，贵金属采购成本在产品生产成本中占比较高，其价格受全球宏观货币政策、美元汇率、工业需求、大宗商品资金投机、矿产供给等多重因素影响，中长期价格波动不确定性较强，贵金属价格变动将直接对公司生产成本造成重大影响。,0,"新能源,贵金属,大宗商品,金融",medium
2026-06-30,2026-06-30 19:11:52,空客：北欧航空已正式订购18架A330-900飞机。,0,综合,medium
2026-06-30,2026-06-30 19:09:57,德国DAX指数向上触及25000点，日内涨1.48%。,0,综合,medium
2026-07-01,2026-07-01 19:38:53,【美元走强 新兴市场货币回吐年内涨幅】金十数据7月1日讯，随着市场猜测美国利率将走高并推动美元反弹，新兴市场货币回吐了今年以来的所有涨幅。MSCI新兴市场货币指数下跌0.2%。该指数目前年内几乎持平，并正迈向4月7日以来的最低收盘水平。市场日益担忧美联储在沃什领导下转向鹰派立场，这引发了发展中国家货币近期的普遍下跌。沃什预计将于今日晚些时候在葡萄牙辛特拉举行的欧洲央行会议上，与来自欧洲和英国的同行一同发表讲话。在新兴市场中，亚洲货币领跌。随着外国投资者净卖出1.46万亿韩元（约合9.38亿美元）的股票，韩元汇率跌向2009年以来的最低水平。,0,"银行,金融",medium
2026-07-01,2026-07-01 19:37:23,据以色列第12频道援引沙特媒体报道：多哈谈判方已达成一项初步协议，将向伊朗释放30亿美元资金。,1,"军工,金融",strong
2026-07-01,2026-07-01 19:37:21,【兴业科技：目前所有产品均不涉及光模块客户】金十数据7月1日讯，兴业科技发布异动公告，公司股票连续两个交易日收盘价跌幅累计偏离超过20%，根据《深圳证券交易所交易规则》等有关规定，属于股票交易异常波动的情形。公司于2026年6月21日晚间发布了《关于签署收购磷化铟业务相关资产框架协议的自愿性信息披露公告》，本次收购事项尚需提交董事会审议，本次交易能否完成仍存在不确定性。本次拟收购磷化铟业务存在客户认证周期长、准入门槛高的行业特点。公司本次收购拟收购磷化铟资产，目前产品以市场上较为普遍的2英寸、3英寸磷化铟衬底为主，主要用于探测器，VGF单晶良率偏低，目前4英寸产品验证门槛较高，可能存在客户验证不通过的风险。目前所有产品均不涉及光模块客户。,0,综合,strong
2026-07-01,2026-07-01 19:33:07,每日汇总乾坤、瑞银、摩根三家外资期货公司的持仓数据。今日热卷多头减持超4000手，空头增持近6000手，净多仓减少....一图查看。,1,综合,strong
2026-07-01,2026-07-01 19:32:21,【冠盛股份：目前智能仿生关节臂产品仍处于研发迭代阶段 尚未进入量产】金十数据7月1日讯，冠盛股份近日在投资者关系活动中对问题“公司智能仿生关节臂产品在性能表现和场景适配性上有哪些差异化优势？目前的技术成熟度及产业化进展如何？”回应称，在性能表现上，关节臂借鉴人体关节机理的仿生设计，融入自身万向节技术，能够降低大小臂振动、减小惯量、提升末端负载能力，并且采用大小脑融合设计，单个肢体计算单元故障不会导致全身瘫痪，手臂失去中央指令后仍能基于本地传感器完成紧急避障。在场景适配性方面，末端工具可实现快速更换，机器人能够自行切换五指灵巧手、三指夹爪、电动螺丝刀等工具，显著提升了泛用性，目前聚焦生物医学实验室和小物分拣两个刚性需求场景。关于产业化进展，目前产品仍处于研发迭代阶段，尚未进入量产，暂无订单且未产生营业收入，距离量产还存在较长距离。,0,医药,medium
2026-07-01,2026-07-01 19:31:01,乌克兰谷物协会：乌克兰6月份的谷物和油籽出口总量降至376万吨，低于5月份的400万吨。,0,出口贸易,medium
2026-07-01,2026-07-01 19:30:29,"【世界黄金协会：黄金是真正意义上的全球性资产 结构性需求支撑黄金韧性】金十数据7月1日讯，世界黄金协会美洲区CEO兼全球研究负责人安凯（JuanCarlosArtigas）表示，今年黄金市场已明确传达出一个信号：黄金是真正意义上的全球性资产。金价反映的是全球范围内的宏观经济和地缘政治动态，而不仅仅局限于美国，这也是黄金能够为投资者提供宝贵观察视角的原因之一。利率固然重要，我们预计其将成为下半年的关键变量之一；但黄金表现并非由单一因素驱动。今年金价在4,000美元/盎司附近承压，但也曾出现过反弹，主要受到来自多个地区长期投资者的内生需求支撑。来自全球央行、机构投资者和消费者的结构性需求，正是支撑黄金韧性的基础所在。",0,"银行,贵金属,消费,金融",medium
2026-07-01,2026-07-01 19:29:00,"【世界黄金协会：基准情景下，金价年内或将在4100美元附近交投】金十数据7月1日讯，世界黄金协会今日发布《2026年全球黄金市场年中展望》，展望下半年，黄金估值框架显示，黄金将继续充当全球宏观经济的晴雨表，主要有三种可能的情景。从当前价位来看，金价与市场共识基本相符：市场预计美联储将在2026年至少加息一次，很可能在10月份；英国央行、日本央行和欧洲央行均将收紧政策；美国二季度通胀率预计将见顶，接近3.9%。若上述环境无重大变化，金价年内或将在4,100美元/盎司附近交投，波动区间约为±5%。若地缘政治或经济形势恶化，或利率预期发生转变，黄金有望重拾涨势；不过，只有全球经济放缓的信号足够强烈，才可能推动金价向上突破。下行方面，美元走强、加息幅度超出预期以及市场风险偏好回升，是金价面临的主要阻力；若金价持续低于4,000美元/盎司，则可能触发进一步抛售。不过，根据历史表现，若金价较当前水平下跌超过10%，则可能触发多个地区长期投资者的“逢低买入”需求。",1,"银行,贵金属,金融",strong
2026-07-01,2026-07-01 19:27:11,【多氟多：目前没有六氟化钨生产线，未有实质性产品】金十数据7月1日讯，多氟多发布异动公告，公司关注到部分股吧、媒体及网络平台，将公司列为“电子级氢氟酸、六氟化钨”热门概念股。公司对此高度关注，针对可能存在的市场概念炒作风险，说明如下：公司2025年度及2026年第一季度半导体级氢氟酸产品销售额占营业收入较低，不足2%，不会对公司业绩产生重大影响。公司目前没有六氟化钨生产线，未有实质性产品，尚未签署任何具有法律约束力的实质性订单协议，尚未产生任何经营业绩。,1,半导体,strong
2026-07-01,2026-07-01 19:24:32,【天马推出首款3.16英寸Micro-LED透明圆屏】金十数据7月1日讯，7月1日，天马微电子宣布推出全球首款3.16英寸Micro-LED透明圆屏。据介绍，1mm超窄边框搭配圆形形态，可融入汽车出风口、中控旋钮、内饰氛围屏、仪表副屏等位置。,0,汽车,medium
2026-07-01,2026-07-01 19:21:52,劳埃德银行集团宣布，将旗下哈利法克斯（Halifax）品牌重新整合并更名为劳埃德。,0,金融,medium
2026-07-01,2026-07-01 19:18:57,现货黄金向上触及4020美元/盎司，日内涨0.32%。,0,"贵金属,金融",medium
